SMILES,database,MolLogP,Acceptor_Count,Donor_Count,NumRotatableBonds,RingCount,MolWt,Experimental IC50 (log10)
Cc1ccc(Cl)cc1-n1c(CC(C)(C)C)nc(-c2nn[nH]n2)c1-c1ccc(F)c(Cl)c1,ippidb,6.06232,5,3,4,4,459.356,7.25
CNC(=O)[C@H](Cc1ccc2ccccc2c1)N1CC(=O)N(Cc2ccc(cc2)-c2cccnc2)[C@@H](CC(C)C)C1=O,ippidb,4.8446,4,3,9,5,548.687,4.88
CN1c2ccc(I)cc2C(=O)N([C@@H](C(O)=O)c2ccc(Cl)cc2)[C@@H](c2ccc(Cl)cc2)C1=O,ippidb,5.5838,4,2,4,4,595.22,5.66
OC(=O)[C@@H]1CC[C@H](CC1)OC[C@@H]2C[C@H](F)CN2C(=O)Cc3ccc(Nc4oc5cc(F)ccc5n4)c(Cl)c3,timbal,5.5054,7,3,8,5,547.986,6.20065945054642
COc1ccc2c(CCNc3ccc(Nc4ccncc4)cc3)c[nH]c2c1,ippidb,4.9697,2,3,7,4,358.445,6.9
CCOc1ccccc1N2C(=Nc3ccccc3C2=O)CN4CCN(C)CC4,timbal,2.5318,3,2,5,4,378.476,6.09151498112135
OC(=O)[C@H](Cc1ccc(cc1)N2C(=O)CCC2=O)NC(=O)[C@@H]3CCC(=O)N3Cc4ccccc4,timbal,1.6431,6,3,8,4,463.49,6.54363396687096
CN1C(=O)CN(CCC(=O)O)C(=O)c2cc(ccc12)C#Cc3ccc(cc3)C(=N)N,timbal,1.26377,4,4,4,3,404.426,6.67162039656126
CN(C)C(=O)Oc1ccc(C[C@H](Nc2ncncc2c3cccc(c3)[N+](=O)[O-])C(=O)O)cc1,timbal,3.22,6,3,8,3,451.439,6.74472749489669
COc1ccc(C[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N)cc1,timbal,-3.12593,7,9,16,1,522.563,4.56863623584101
CC(C)c1ccccc1SC2CC=C(\C=C\C(=O)N3CCN(CC3)C(=O)C)C=C2[N+](=O)[O-],timbal,4.0083,2,2,6,3,455.58,7.35654732351381
NC(=N)c1ccc(cc1)C(=O)Nc2ccc3OCC(CC(=O)O)Cc3c2,timbal,2.24877,4,4,5,3,353.378,10.1366771398795
Clc1cc(Cl)cc(NC(=O)NCc2cccc(CNC(=O)Nc3cc(Cl)cc(Cl)c3)c2)c1,timbal,6.9436,2,4,6,3,512.224,5.40340290437354
CC(O)CN1C(C(=C(O)C1=O)C(=O)c2ccc(C)cc2)c3ccc(OC(F)(F)F)cc3,timbal,3.85272,5,3,6,3,435.398,5.04575749056068
CC(C)CS(=O)(=O)c1nc(N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)cc(n1)C(=O)O,timbal,3.6664,10,4,11,3,596.449,7.52287874528034
Cn1cc(C(=O)Nc2cc(F)c(CC(=O)N3CCC[C@H]3CO[C@@H]4CC[C@H](CC4)C(=O)O)cc2Cl)c5ccccc15,timbal,5.4166,6,3,8,5,570.061,6.43179827593301
OC(=O)\C(=C/c1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)\NC(=O)c3cccnc3Cl,timbal,4.5446,6,3,6,3,491.718,5.07058107428571
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(cc1N(=O)=O)S(=O)(=O)NC(=O)c1ccc(cc1)N1CCN(CC1)C(c1ccccc1)c1ccccc1,ippidb,7.1496,3,4,16,6,779.001,5.3
CC(C)(C)c1ccc(OCC(=O)Nc2cc(ccc2O)B(O)O)cc1,timbal,1.387,5,4,5,2,343.188,4.39469495385889
CC(C)C1=C(SC2=N[C@](C)([C@H](N12)c1ccc(Cl)cc1)c1ccc(Cl)cc1)C(=O)N1[C@H](C)CC[C@H]1C(=O)N1CCN(C)C(C)(C)C1,ippidb,7.168,2,4,5,6,668.735,7.72
CCNS(=O)(=O)c1cc(ccc1C)-c1c(C)noc1C,ippidb,2.56506,3,1,4,2,294.376,5.8
N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,timbal,-2.53523,7,9,15,1,493.521,5.04575749056068
CCCN1CCN(CC1)c1cc(ccn1)-c1ccc(Sc2ccccc2OC)c(c1)C(F)(F)F,ippidb,6.4592,2,1,7,4,487.591,6.05
CCCN1C(=O)c2ccccc2[C@]1(OCCCO)c1ccc(Cl)cc1,ippidb,3.8059,3,2,7,3,359.853,4.79
OC(=O)[C@@H]1[C@@H]([C@@H](OC11C(=O)c2ccccc2C1=O)c1ccc(Cl)c(Cl)c1)C(=O)NCc1ccccc1,ippidb,4.5161,6,2,5,5,524.356,5.46
Cc1ccc(NC(=O)CN2C(=O)N\C(=C/c3cccn3c4cccc(c4)C(=O)O)\C2=O)cc1,timbal,3.01532,5,4,6,4,444.447,7.74472749489669
NC(=N)c1ccc(cc1)C(=O)N2CCC3(CCN(CC3)C(=O)CCC(=O)O)CC2,timbal,1.68027,4,5,5,3,400.479,4.82390874094432
OC(=O)CCCCN1c2ccc(I)cc2C(=O)N([C@@H](c2ccc(Cl)cc2)C1=O)C1(CC1)c1ccc(Cl)cc1,ippidb,7.0723,4,2,8,5,663.339,5.67
COc1ccc(cc1O)C2=C(C(=O)NC2=O)c3cc(OC)c(OC)c(OC)c3,timbal,1.9938,7,2,6,3,385.372,5.11918640771921
COC(=O)[C@H](Cc1ccc(cc1)C#Cc1ccccc1)NC(=O)CNC(=O)[C@@H](CC1CCCCC1)NC(N)=N,ippidb,2.22497,4,5,10,3,531.657,6.1
OCc1cc(ccn1)N1CCc2cc(NCCc3c[nH]c4ccccc34)ccc12,ippidb,4.404,2,3,6,5,384.483,6.8
COc1ccc(CNC2CC(C)O[C@@]2(C)C(=O)N[C@@H](Cc3ccc(cc3)c4c(OC)cccc4OC)C(=O)O)cc1,timbal,4.2172,7,3,12,4,562.663,8.46852108295774
CCOC(=O)C1CCCCN1S(=O)(=O)c2cccc(c2)[N+](=O)[O-],timbal,1.7011,4,0,5,2,342.373,5.55284196865778
Cc1onc(NS(=O)(=O)c2ccc(NC(=S)Nc3ccc(C)c(Cl)c3)cc2)c1,timbal,4.55454,3,3,5,3,436.946,6.18708664335714
CO[C@@]1(Cc2ccccc2Br)CC[C@@H](CC1)N1CCc2c(C1)ncnc2NS(=O)(=O)c1ccc(N[C@H](CCN(C)C)CSc2ccccc2)c(c1)S(=O)(=O)C(F)(F)F,ippidb,7.7865,7,4,16,6,925.96,6.51
Cn1ncc2c1nc(-c1ccccc1)c1c2[nH]n(-c2ccc(Cl)cc2)c1=O,ippidb,3.9209,3,2,2,5,375.819,5.74
COC(=O)c1ccc(CN2C(=O)c3ccccc3C2(O)c4ccc(Cl)cc4)cc1,timbal,3.976,4,2,4,4,407.853,4.95860731484177
NC(=O)C1CCN(CC1)c1cc(ccn1)-c1ccc(Sc2ccc3OCCOc3c2)c(c1)C(F)(F)F,ippidb,5.3915,4,1,5,5,515.557,6.85
CCOc1cc(ccc1C1=N[C@@](CC)(c2ccc(Cl)cc2)[C@](CC)(N1C(=O)N1CCN(CCCS(C)(=O)=O)CC1)c1ccc(Cl)cc1)C(C)(C)C,ippidb,8.5351,4,3,11,5,755.853,5.6649434806
NC(=N)NCCC[C@@H](NC(=O)c1sccc1CS(=O)(=O)c1cccc2nsnc12)C(O)=O,ippidb,1.17297,7,5,10,3,496.596,4.8
Clc1ccc2c(CCNc3ccc(Nc4ccncc4)cc3)c[nH]c2c1,ippidb,5.6145,1,3,6,4,362.864,7.0
CCCCN(CCCC)C(=O)c1nn(c(C)c1Cl)-c1ccc(NC(=O)c2ccccc2)cc1C(=O)N1CCc2ccccc2C1,ippidb,7.32732,4,3,11,5,626.201,6.09
OC(=O)CC(Cc1csc(CCCc2ccc3CCCNc3n2)n1)c4cccc(F)c4,timbal,5.0116,5,2,9,4,439.556,6.25258819211358
OC(=O)[C@H](CNC(=O)c1ccc(OCCC2CCNCC2)cc1)NS(=O)(=O)c3ccccc3,timbal,1.6166,6,4,11,3,475.567,8.0
C(Cc1c[nH]c2ccccc12)Nc1ccc(Nc2ccnc3ccccc23)cc1,ippidb,6.1143,1,3,6,5,378.479,8.0
CC(C)c1ccccc1Sc1ccc(cc1C(F)(F)F)-c1cc(ncn1)N1CCOCC1,ippidb,6.2736,3,0,5,4,459.537,6.49
Cc1ncc(cn1)C(CC2CCN(CC2)C(=O)CCc3ccc4CCCNc4n3)CC(=O)O,timbal,3.35792,6,3,8,4,451.571,6.01547268665621
CC(C)(CO)COC1(N(Cc2ccc(cc2)[N+](=O)[O-])C(=O)c3ccccc13)c4ccc(Cl)cc4,timbal,5.1404,3,2,8,4,480.948,6.39794000867204
CCOC(=O)COc1cccc(\C=C\2/SC3=NC4=C(CCc5ccccc45)C(N3C2=O)c6ccccc6OC)c1,timbal,4.2692,5,0,7,6,552.652,4.0
CCCSc1cc(N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)ncn1,timbal,5.0406,6,3,10,3,506.415,7.22184874961636
CN1C(=O)N(C(=O)[C@]11CN(Cc2ccc(cn2)C(O)=O)C[C@H]1c1ccc(cc1)C#N)c1cc(Cl)cc(Cl)c1,ippidb,4.39508,5,3,5,5,550.402,8.6
C[n+]1cc2c(ccc3c2OCO3)c4c1c5cc6c(cc5cc4)OCO6,timbal,3.4281,4,0,0,6,332.335,4.23657200643706
COC1=C(C(=O)N(C)N=C1)c2ccc(C[C@H](NC(=O)c3c(C)onc3C)C(=O)O)cc2,timbal,1.48644,7,2,7,3,426.429,6.60205999132796
NC(=O)c1cc(-c2ccccc2)n(c1-c1ccc(F)c(Cl)c1)-c1cc(Cl)ccc1CCO,ippidb,5.8909,3,2,6,4,469.343,7.92
CN1C(=O)N(C(=O)[C@@]1(C)Cc1ccc(Br)cc1)c1cc(Cl)cc(Cl)c1,ippidb,5.1557,2,1,3,3,442.14,7.59
COC(=O)[C@H](Cc1ccc(cc1)C#Cc2ccccc2)NC(=O)CNC(=O)[C@H](N=C(N)N)C3CCCCC3,timbal,1.6252,4,4,9,3,517.63,4.69897000433602
CN(CC(=O)c1ccc(OCC(=O)O)c(OCC(=O)O)c1)C(=O)c2ccc(cc2)C(=N)N,timbal,0.85237,8,5,11,2,443.412,9.39794000867204
OCc1cc(Nc2ccc(NCCc3c[nH]c4ccccc34)cc2)c2ccccc2n1,ippidb,5.6066,2,4,7,5,408.505,7.4
CC(C)[C@@H]1N(C)C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC1=O,timbal,-1.96573,7,9,9,2,588.666,9.22184874961636
CNc1nc(NCc2ccc(NC(=O)c3ccc(cc3)C#N)cc2)c2ccccc2n1,ippidb,4.40758,3,3,6,4,408.465,5.44
CC(C)c1ccccc1Sc1ccc(cc1C(F)(F)F)-c1cc(ncn1)N1CC[C@@H](O)C1,ippidb,6.008,3,1,5,4,459.537,6.8
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CCN)CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c1ccccc1)c1ccccc1,ippidb,2.4934,3,5,10,4,519.69,6.85
COc1cc(ccc1NC(=O)C1NC(CC(C)(C)C)C2(C1c1cccc(Cl)c1F)C(=O)Nc1ccncc21)C(N)=O,ippidb,4.3706,6,4,6,5,580.06,6.8538719643
CC[C@H](N)C(=O)N[C@H]1[C@@H](CCO)CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c1ccccc1)c1ccccc1,ippidb,2.2663,4,5,9,4,506.647,6.55
Cc1onc(NS(=O)(=O)c2ccc(NC(=S)Nc3cccc(F)c3)cc2)c1,timbal,3.73182,4,3,5,3,406.464,6.42021640338319
COc1ccccc1c2ccc(C[C@H](NC(=O)C3CCCS3(=O)=O)C(=O)O)cc2,timbal,2.0513,6,2,7,3,417.483,8.67778070526608
COC1=C(C(=O)N(C)N=C1)c2ccc(C[C@H](NC(=O)c3cc(F)ccc3Cl)C(=O)O)cc2,timbal,2.6741,7,2,7,3,459.861,5.92081875395238
CC(=O)Nc1cccc(c1)-c1cc(C)[n+]([O-])c2ccccc12,ippidb,3.40702,1,1,2,3,292.338,4.3767507096
Cc1cc2CN(CCc2c(C)c1C(=O)N[C@@H](CNC(=O)c1cccs1)C(O)=O)C(=O)\C=C\c1ccco1,ippidb,3.16904,5,4,8,4,521.595,7.6
O=C1NC(=O)\C(=C\c2c[nH]c3ccccc23)\C(=O)N1c4ccccc4c5ccccc5,timbal,4.5013,3,2,3,5,407.429,6.58502665202918
CN1Cc2ccccc2NC1=O,timbal,1.6639,1,2,0,2,162.192,4.4089353929735
Cc1cccc(C)c1NC(=O)Nc2ccc(CC(=O)NCCCCCCCCCCCCNC(=O)CCCC[C@@H]3SC[C@@H]4NC(=O)N[C@H]34)cc2,timbal,7.34914,4,6,22,4,706.998,4.01010543628123
OC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c1ccccc1Br,ippidb,3.3561,3,3,5,3,387.233,5.76
FC(F)(F)c1ccc(NC(=O)Nc2ncccc2OCc3ccccc3)cc1,timbal,5.3234,3,2,5,3,387.361,6.30189945437661
Cn1nc(CC(CC(=O)O)c2ccc3OCOc3c2)cc1SCCc4ccc5CCCNc5n4,timbal,4.0377,6,2,9,5,480.59,7.42481215507234
CC[C@H](C)[C@H](N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C(C)C)C(=O)O,timbal,0.0756,7,6,14,0,458.556,3.75696195131371
OC(=O)[C@H](CNC(=O)c1cccs1)NC(=O)c2c(Cl)cc3CN(CCc3c2Cl)C(=O)c4oc5ccccc5c4,timbal,4.6126,5,4,7,5,586.453,8.30102999566398
NC(=N)c1ccc2[nH]c(cc2c1)C(=O)NCCCCCCCC(=O)O,timbal,2.60697,3,5,10,2,344.415,5.00877392430751
CC1(C)C[C@@H](CCCCC(=O)N[C@H](Cc2ccccc2Cl)C(O)=O)[C@@H]2CC[C@]3(C)C(=CC[C@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@H]2C1,ippidb,10.0308,4,3,9,6,694.441,6.19
Cc1cc(C)c(c(C)c1)S(=O)(=O)N[C@@H](CNC(=O)C2=NOC(CCCCN=C(N)N)C2)C(=O)O,timbal,0.04816,6,5,12,2,496.59,6.77211329538633
Cc1noc(C)c1-c1ccc(OCCN2CCNCC2)c(c1)S(=O)(=O)NC1CCCC1,ippidb,2.46334,4,3,8,4,448.589,5.7
CCc1ccc(cc1)[C@@H]1N([C@H](C(O)=O)c2ccccc2)C(=O)c2cc(I)ccc2NC1=O,ippidb,4.8151,4,3,5,4,540.357,5.12
Fc1ccc(NC(=S)NNc2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O)cc1,ippidb,3.9744,1,3,5,2,419.316,5.8538719643
NC(=O)C1(CCCCC1)NC(=O)[C@@H](CCCC(=O)O)NC(=O)[C@@H](CCCCNC(=O)\C=C\c2cccnc2)NC(=O)c3cccc(Nc4nc5ccccc5[nH]4)c3,timbal,3.8439,9,9,20,5,779.899,6.73142202811716
OCCNCc1cc(Nc2ccc(NCCc3c[nH]c4ccccc34)cc2)ccn1,ippidb,4.043,2,5,10,4,401.514,5.6
C[C@H]1C[C@H](C)C(=O)C(O)C2=C([C@@H]3O[C@H](CC[C@H](C)\C=C(/C)\C1)[C@H](C)[C@H](O)[C@H]3C)C(=O)C(=C(C)C2=O)O,timbal,4.0259,7,3,0,3,502.648,3.63827216398241
Cc1ccc(NC(=O)c2nc[nH]c2C(=O)NN)cc1,ippidb,0.57392,3,5,3,2,259.269,4.8
OC(=O)[C@H](CNC(=O)CCCCc1ccc2CCCNc2n1)NC(=O)OCc3ccccc3,timbal,2.6483,6,4,11,3,454.527,9.09691001300806
OC(=O)C[C@H](NC(=O)CCCCc1ccc2CCCNc2n1)c3cnc4ccccc4c3,timbal,4.0329,5,3,9,4,432.524,8.97061622231479
CCCCS(=O)(=O)N[C@@H](CNC(=O)C1CCC2(CC1)CCN(CC2)c3ccncc3)C(=O)O,timbal,2.1473,6,3,10,3,480.631,8.52287874528034
Oc1c(I)cc(I)cc1I,ippidb,3.206,1,1,0,1,471.801,5.4948500217
OC(=O)CC1CC1c2ccc(OCCc3ccc4CCCNc4n3)cc2,timbal,3.6394,4,2,7,4,352.434,7.79588001734408
OC(=O)C[C@H](N1CCN(CCCc2ccc3CCCNc3n2)C1=O)c4ccc5CCOc5c4,timbal,3.2608,5,4,8,5,450.539,10.0
Clc1cc(Cl)cc(c1)C(=O)Nc2cccc(NC(=O)Cc3ccc4ccccc4c3)c2,timbal,6.5801,2,2,5,4,449.337,6.05551732784983
COc1ccc(cc1)S(=O)(=O)Nc1cc(ccc1N1CCN(C)CC1)-c1nn2c(C)nnc2c2ccccc12,ippidb,3.81412,6,2,6,6,543.653,6.2
COc1ccc(cc1OC)-c1cn(C)c(=O)c2cc(sc12)C(=O)NC1CCS(=O)(=O)CC1,ippidb,2.5912,6,1,5,4,476.576,7.8999742699
CSc1nccc(N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)n1,timbal,4.2604,6,3,8,3,478.361,5.46852108295774
COc1ccc(cc1)C2=C(C(=O)N(C)N=C2)c3ccc(C[C@H](NC(=O)c4c(Cl)cccc4Cl)C(=O)O)cc3,timbal,4.8554,6,2,8,4,552.414,6.46852108295774
Cc1ccccc1NC(=O)Nc2ccc(CC(=O)N3CCCC3C(=O)N4CCN(CC(=O)O)CC4)cc2,timbal,2.40132,5,6,7,4,507.591,7.88605664769316
CCOc1ccc(cc1F)[C@H](CC(=O)O)NC(=O)CN2CC[C@H](CCc3ccc4CCCNc4n3)C2=O,timbal,3.0908,7,4,11,4,512.582,9.50863830616573
Cc1cc(nn1-c1ccccc1C(=O)N1CCc2ccccc2C1)C(=O)N(C1CCCCC1)c1ccccc1,ippidb,6.35872,3,1,5,6,518.661,5.85
Cc1cc2c(C(=O)NC3Cc4ccccc4C3)c(O)c(O)cc2c(O)c1-c1c(C)cc2c(C(=O)NC3Cc4ccccc4C3)c(O)c(O)cc2c1O,ippidb,6.30484,8,8,5,8,696.756,6.46
OC(=O)[C@H](Cc1ccc(cc1)N2C(=O)CC3(CCCC3)CC2=O)NC(=O)[C@@H]4CCC(=O)N4Cc5ccccc5,timbal,3.2035,6,3,8,5,531.609,7.24412514432751
COc1ccc(cc1S(=O)(=O)Nc1ccccc1Cl)-c1c(C)noc1C,ippidb,4.42124,4,1,5,3,392.864,5.4
CC1(C)Oc2cc(OC(=O)c3ccc(F)cc3F)ccc2CC1O,timbal,3.2584,6,1,2,3,334.318,4.75448733218585
O=C(COc1ccc(cc1)C23CC4CC(CC(C4)C2)C3)Nc5cc(ccn5)C(=O)NCCCn6ccnc6,timbal,4.5835,5,2,10,7,513.642,4.95078197732982
CC#Cc1ccc2N(CCN3CCOCC3)C(=O)[C@@H](N([C@H](C)c3ccc(Cl)cc3N)C(=O)c2c1)c1ccc(Cl)cc1,ippidb,5.5705,3,3,6,5,591.539,6.1
CN(C)C(=O)c1cccc(c1)-c1cn(CC=C)c(=O)c2[nH]ccc12,ippidb,2.8844,2,2,4,3,321.38,6.7695510786
Cn1ncc2c1nc(-c1cccc(c1)C(F)(F)F)c1c2[nH]n(-c2ccc(Cl)c(c2)C(=O)Nc2cccc(CO)c2)c1=O,ippidb,5.6843,5,4,5,6,592.965,7.0
CN(C)CCCOc1cccc2c(C#N)c(c(NC3CCCCC3)n12)c4ccccc4,timbal,5.55308,1,2,8,4,416.569,4.10237290870956
CC(C)c1cccc(C(C)C)c1N2C(=O)c3ccc(O)cc3C2=O,timbal,4.4396,3,1,3,3,323.392,5.16115090926274
NC(=N)NC(=N)Nc1cc(ccc1Cl)C(F)(F)F,timbal,2.18854,0,5,1,1,279.653,3.8955128886876
CCOc1cc(ccc1C1=N[C@H]([C@H](N1C(=O)N1CCN(CCO)CC1)c1ccc(Cl)cc1)c1ccc(Cl)cc1)C#N,ippidb,5.53848,3,4,7,5,592.527,8.05
COC(=O)c1ccc(NC(=O)\C=C\Oc2ccc(cc2)C34CC5CC(CC(C5)C3)C4)cc1,timbal,5.4722,4,1,6,6,431.532,5.66354026615147
C[C@]1(CCCN1S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)N[C@@H](Cc3ccc(cc3)c4cccc(c4)C#N)C(=O)O,timbal,4.88738,5,2,8,4,586.497,5.94279048749221
OC(=O)C[C@H](N1CCN(CCCc2ccc3CCCNc3n2)C1=O)c4cccnc4,timbal,2.7209,5,4,8,4,409.49,9.60205999132796
COc1cccc(OC)c1c2ccc(CC(Nc3ccc(cc3)[N+](=O)[O-])C(=O)O)cc2,timbal,4.3868,4,2,9,3,422.437,5.27984069659404
COc1ccccc1c2ccc(C[C@H](NC(=O)C3CCCCO3)C(=O)O)cc2,timbal,3.0432,5,2,7,3,383.444,8.30980391997149
C[C@@H]1NC(=O)C[S+]([O-])C[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC1=O)C(=O)O,timbal,-5.5631,9,9,7,1,576.589,8.79588001734408
CC(C)(C)S(=O)(=O)c1cc(ccc1N[C@H](CCN1CCOCC1)CSc1ccccc1)S(=O)(=O)Nc1ncnc2CN(CCc12)C1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1,ippidb,9.2845,7,5,16,8,990.803,7.39
NC(=N)NCCC[C@@H]1NC(=O)N(CC(=O)NCC(NC(=O)CCc2ccccc2)C(=O)O)C1=O,timbal,-1.51153,6,8,13,2,475.506,6.45593195564972
Cn1ncc2c1nc(-c1cccc(c1)C(F)(F)F)c1c2[nH]n(-c2cccc(F)c2)c1=O,ippidb,4.4254,4,2,2,5,427.361,7.7
Cn1ncc2c1nc(-c1ccc3OCOc3c1)c1c2[nH]n(-c2cccc(F)c2)c1=O,ippidb,3.1353,6,2,2,6,403.373,6.53
OC(=O)C[C@@H]1Cc2ccc(OCCCNc3ccccn3)cc2Cc4ccccc14,timbal,4.6678,4,2,8,4,402.494,7.22184874961636
COc1ccc(cc1N2C(=Nc3ccccc3C2=O)CN4CCNCC4)C(F)(F)F,timbal,2.8183,3,2,4,4,418.419,6.69897000433602
NC(=N)c1ccc(s1)C(=O)Nc2ccc3C(=O)C(CC(=O)O)CCc3c2,timbal,2.50427,4,4,5,3,371.418,6.67778070526608
CCCCOC(=O)N[C@@H](CNC(=O)C1CCC2(CC1)CCN(CC2)c3ccncc3)C(=O)O,timbal,2.9541,6,3,9,3,460.575,8.09691001300806
Cn1ncc2c1nc(-c1cccc(c1)C(F)(F)F)c1c2[nH]n(-c2ccc(F)c(Cl)c2)c1=O,ippidb,5.0788,4,2,2,5,461.806,7.38
OC(=O)C[C@@H](NC(=O)CNC(=O)c1cccc(NC2=NCCCN2)c1)c3cc(Cl)cc(Cl)c3O,timbal,2.5222,5,6,8,3,508.362,8.39794000867204
C[C@H]1CN(C(=O)C2CC2)c2cc(ccc2N1C(C)=O)-c1cnn(c1)C1CNC1,ippidb,2.1924,3,1,3,5,379.464,7.2218487496
Clc1ccc2NC(=O)CN=C(c3ccc[nH]3)c2c1,ippidb,2.4576,1,2,1,3,259.696,5.9586073148
O[C@H]1Cc2nccc(Nc3ccc(NCCc4c[nH]c5ccccc45)cc3)c2C1,ippidb,4.4206,2,4,6,5,384.483,7.1
CCC(C)(C)C(=O)C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCc2ccc(OC)c(OC)c2)c3cccc(OCC(=O)O)c3,timbal,4.7707,9,2,14,3,583.678,7.35654732351381
CC[C@H](NC(=O)[C@H](C)N)C(=O)N1C[C@H](C[C@H]1C(=O)N1C[C@H](C[C@H]1C(=O)NC)c1ccccc1)c1ccccc1,ippidb,1.7438,4,5,8,4,533.673,8.0
C[C@H](N)C(=O)N[C@@H](Cc1cccc(c1)C(N)=O)C(=O)N1C[C@H]([C@@H]1c1ccccc1)C(=O)N[C@H]1CCc2ccccc12,ippidb,2.1634,4,5,9,5,553.663,8.0
CONC=Nc1nc2nccc(-c3cccnc3)n2n1,ippidb,0.9971,5,1,4,3,269.268,3.920818754
Nc1nnc(o1)-c1nc(C2CCCCC2)n(c1-c1ccc(F)c(Cl)c1)-c1cc(Cl)ccc1CC(=O)NCc1ccncc1,ippidb,6.919,6,2,8,6,620.516,6.59
CN1C(=O)N(C(=O)[C@]11CN(C[C@H]1c1ccc(cc1)C#N)c1nc2ccc(cc2s1)C(O)=O)c1cc(Cl)cc(Cl)c1,ippidb,5.61418,5,2,4,6,592.464,8.36
COc1ccccc1c2ccc(C[C@H](NC(=O)[C@H]3CSCN3C(=O)C)C(=O)O)cc2,timbal,2.3955,5,3,7,3,428.51,9.69897000433602
OC(=O)C(CNC(=O)CCCCc1ccc2CCCNc2n1)c3ccc4CCOc4c3,timbal,3.072,5,3,9,4,423.513,8.99567862621736
OC(=O)C(CNC(=O)CCCCc1nc2NCCCc2cc1C3CC3)c4ccc5CCOc5c4,timbal,3.9494,5,3,10,5,463.578,9.53760200210104
NC(=N)c1ccc(C(=O)Nc2ccc3C(=O)C(CC(=O)O)CCc3c2)c(F)c1,timbal,2.58187,5,4,5,3,383.379,8.52287874528034
COc1cc(OC)cc(c1)c2oc3cc4OC(Cc4cc3c2)C(C)(C)O,timbal,4.1914,4,1,4,4,354.402,8.0
OC(=O)CC(CC1CCN(CC1)C(=O)CCc2ccc3CCCNc3n2)c4cccc(F)c4,timbal,4.3986,5,3,8,4,453.558,9.0
CC(C)N(C)c1cc(ncn1)-c1ccc(Sc2ccccc2C(C)C)c(c1)C(F)(F)F,ippidb,7.2816,2,0,6,3,445.554,6.13
COc1ccccc1c2ccc(C[C@H](NC(=O)[C@H]3CSCN3)C(=O)O)cc2,timbal,2.1366,4,3,7,3,386.473,8.08618614761628
OC(=O)c1[nH]cnc1C(=O)Nc1ccccn1,ippidb,0.7552,5,4,3,2,232.199,4.89
Cn1ncc2c1nc(-c1cccc(Br)c1)c1c2[nH]n(-c2cccc(F)c2)c1=O,ippidb,4.1691,4,2,2,5,438.26,7.66
CC1(C)CN(C1)C(=O)Cc1ccc(Cl)c(F)c1-n1c(nc(-c2nnc(N)o2)c1-c1ccc(F)c(Cl)c1)C1CCCCC1,ippidb,7.2151,6,2,6,6,615.512,8.22
OC(=O)[C@H](Cc1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)Nc3cc(Cc4ccccc4)ncn3,timbal,5.1293,6,3,9,4,522.392,5.95860731484177
Clc1ccc(Cn2cnc(c3ccccc3)c2c4c[nH]c5cc(Cl)ccc45)cc1,timbal,7.0535,1,1,4,5,418.327,4.65757731917779
O=C1NC(=O)\C(=C\c2c[nH]c3ccccc23)\C(=O)N1c4ccccc4,timbal,2.8343,3,2,2,4,331.331,6.04575749056068
c1cc(ccc1C2=NOC(C2)CC(=O)NCCC(=O)O)C(=N)N,timbal,0.44467,4,4,7,2,318.333,6.95078197732982
O=C1NC(=O)\C(=C\c2cc3ccccc3[nH]2)\C(=O)N1c4ccccc4,timbal,2.8343,3,2,2,4,331.331,5.0
C[C@@H](CC(=O)O)CC(=O)N1CCC2(CC1)CCN(C2=O)c3ccc(cc3)C(=N)N,timbal,1.81707,4,4,6,3,400.479,8.39794000867204
CCCCCCNC(=O)c1nc(sc1Cc2ccc(OP(=O)(O)O)cc2)c3cccc4ccccc34,timbal,6.3357,6,3,11,4,524.579,4.60205999132796
