SMILES,database,MolLogP,Acceptor_Count,Donor_Count,NumRotatableBonds,RingCount,MolWt,Experimental IC50 (log10)
COc1ccc(cc1)S(=O)(=O)Nc2ccc3NC(=O)N(C)Cc3c2,timbal,2.4733,4,3,4,3,347.396,6.05551732784983
COc1ccccc1S(=O)(=O)Nc2ccc3NC(=O)N(C)Cc3c2,timbal,2.4733,4,3,4,3,347.396,6.65757731917779
CN1Cc2cc(Br)ccc2NC1=O,timbal,2.4264,1,2,0,2,241.088,4.63827216398241
CN1Cc2cc(ccc2NC1=O)S(=O)(=O)Nc3ccccc3,timbal,2.4647,3,3,3,3,317.37,5.35654732351381
CN1Cc2cc(ccc2NC1=O)S(=O)(=O)N3CCCC3,timbal,1.4484,3,2,2,3,295.364,5.31875876262441
CN1Cc2cc(NS(=O)(=O)c3ccccc3F)ccc2NC1=O,timbal,2.6038,4,3,3,3,335.36,6.44369749923271
CN1Cc2cc(ccc2N(C)C1=O)S(=O)(=O)N3CCOCC3,timbal,0.7091,4,1,2,3,325.39,4.52287874528034
Cc1onc(C)c1c2ccc(O)c(c2)S(=O)(=O)NC3CCCC3,timbal,2.88494,4,2,4,3,336.413,5.82390874094432
C[C@H]1C[C@H](C)[C@]23OC4=C(C)C(=O)C(=O)C(=C4[C@H]2OC5(CCN(C)CC5)O3)[C@@H]6O[C@H](CC[C@H](C)\C=C(/C)\C1)[C@H](C)[C@H](O)[C@H]6C,timbal,5.1017,7,2,0,6,597.793,5.30102999566398
Brc1cccc[n+]1c2ccc3cc(ccc3c2)[n+]4ccccc4Br,timbal,4.9182,0,0,2,4,442.154,4.93181413825384
Brc1ccc2c(c1)C(=O)c3ccc4c5ccc6C(=O)c7cc(Br)ccc7c8ccc(c9ccc2c3c49)c5c68,timbal,9.471,2,0,0,9,614.292,5.11350927482752
Cc1cc(nn1c2ccccc2C(=O)N3CCc4ccccc4C3)C(=O)Nc5ccccc5,timbal,4.63152,3,2,4,5,436.515,4.30102999566398
CC(C)C(C1C(=S)S\C(=C/c2ccc(Br)cc2)\C1=O)C(=O)O,timbal,4.4063,3,1,4,2,399.331,5.20760831050175
CN1CCN(CCCNC(=O)c2c(c3ccccc3)c(cn2CC[C@H](O)CO)c4ccc(Cl)cc4)CC1,timbal,3.5861,3,5,11,4,525.093,3.34390179798717
CCCCc1c(c(CO)nn1c2ccccc2)c3ccc(cc3C(=O)N4CCc5ccccc5C4)C(=O)NS(=O)(=O)CC[Si](C)(C)C,timbal,5.9705,6,3,12,5,672.924,6.72124639904717
O=C1c2ccc(c3cccc(c4nc5ccccc5n14)c23)S(=O)(=O)c6ccc7C(=O)n8c(nc9ccccc89)c%10cccc6c7%10,timbal,6.33,6,0,2,10,602.631,4.85387196432176
Nc1nc(nc2c1[n+]([O-])c3ccccc3[n+]2[O-])c4ccccc4,timbal,1.299,2,1,1,4,305.297,5.79588001734408
c1ccc2c(c1)c3ccc(c(c3[nH]2)N=Nc4ccc(cc4)C(=N)N)O,timbal,4.72617,1,4,3,4,329.363,5.23657200643706
CCCCN(CCCC)C(=O)c1nn(c(C)c1Cl)c2ccc(NCc3ccncc3)cc2C(=O)N4Cc5ccccc5C[C@H]4CN,timbal,6.40942,4,4,13,5,642.248,6.18708664335714
C[C@H]1C[C@H](C)[C@]23OC4=C(C)C(=O)C(=O)C(=C4[C@H]2OC(C)(C)O3)[C@@H]5O[C@H](CC[C@H](C)\C=C(/C)\C1)[C@H](C)[C@H](O)[C@H]5C,timbal,5.4159,7,1,0,5,542.713,5.02227639471115
COc1ccccc1C2C=C(N=C3S\C(=C/c4cccc(OCC(=O)O)c4)\C(=O)N23)c5ccccc5,timbal,3.4743,5,1,7,5,498.56,4.14266750356873
C[C@H]1C[C@H](C)C(=O)C(O)C2=C([C@@H]3O[C@H](CC[C@H](C)\C=C(/C)\C1)[C@H](C)[C@H](O)[C@H]3C)C(=O)C(=C(C)C2=O)O,timbal,4.0259,7,3,0,3,502.648,3.63827216398241
CCCCN(CCCC)C(=O)c1nn(c(C)c1Cl)c2ccc(NC(=O)COc3ccccc3)cc2C(=O)N4Cc5ccccc5C[C@H]4CN,timbal,6.41982,5,4,14,5,685.269,7.52287874528034
CCCCN(CCCC)c1nccc(n1)c2ccc(cc2C(=O)N3Cc4ccccc4C[C@H]3CN)C(=O)NS(=O)(=O)c5ccc6ccccc6c5,timbal,6.3479,6,3,13,6,704.897,6.36653154442041
CCCCN(CCCC)c1nccc(n1)c2ccc(cc2C(=O)N3CCc4ccccc4C3)C(=O)NS(=O)(=O)c5ccc6N(Cc7ccc(Cl)c(Cl)c7)CCc6c5,timbal,8.7369,6,2,14,7,825.863,6.14874165128092
C[C@H]1C[C@H](C)[C@]2(O)OC3=C(C)C(=O)C(=C([C@@H]4O[C@H](CC[C@H](C)\C=C(/C)\C1)[C@H](C)[C@H](O)[C@H]4C)C3=C2)O,timbal,5.1295,6,3,0,4,486.649,4.9100948885606
COc1ccc2c(CCc3cc(OC)ccc3[N+](=[N+]2[O-])[O-])c1,timbal,3.2384,2,0,2,3,300.314,4.98296666070122
Oc1c(Cl)cc(Cl)cc1S(=O)(=O)N(Cc2ccc(F)cc2)Cc3ccc(cc3)C(=O)N(Cc4ccc(F)cc4)Cc5cc(Cl)cc(Cl)c5,timbal,9.5177,6,2,11,5,750.478,7.45593195564972
Cc1cc(nn1c2ccccc2C(=O)N3CCc4ccccc4C3)C(=O)N5CCc6ccccc6C5,timbal,4.57772,3,2,3,6,476.58,5.82390874094432
CCc1c(c2ccc(Cl)cc2)c(c3cccc(c3)N4CCN(CC4)c5ccc(NS(=O)(=O)c6ccc(N[C@H](CCN(C)C)CSc7ccccc7)c(c6)[N+](=O)[O-])cc5)c(C(=O)O)n1C,timbal,9.8332,4,4,18,7,922.574,8.1249387366083
CCCCN(CCCC)C(=O)c1nn(c(C)c1Cl)c2ccc(cc2C(=O)N3CCc4ccccc4C3)C(=O)NS(=O)(=O)c5ccc6cccc(OCc7ccc(cc7)C(=O)O)c6c5,timbal,8.62412,9,4,16,7,890.459,7.76955107862173
CCCCN(CCCC)C(=O)c1nn(c(C)c1Cl)c2ccc(NS(=O)(=O)c3cc(Cl)cc(Cl)c3O)cc2C(=O)N4CCc5ccccc5C4,timbal,7.88822,6,4,12,5,747.145,6.04095860767891
CC(C)c1cc(C(=O)c2ccccc2)c(O)c(O)c1O,timbal,3.1578,4,3,3,2,272.3,4.38090666937326
CCCCN(CCCC)C(=O)c1cc(C)n(n1)c2ccc(NC(=O)CSc3ccccc3)cc2C(=O)N4CCc5ccccc5C4,timbal,7.15242,4,3,13,5,637.85,6.22184874961636
COc1ccc2c(c1)C(=O)C3C=C(C=CC3N2)[N+]#N,timbal,2.59498,2,1,1,3,254.269,4.98296666070122
COCCCN1C(C(=C(O)C1=O)C(=O)c2ccc(C)nc2)c3ccc(c(F)c3)C(F)(F)F,timbal,4.16272,6,2,7,3,452.404,3.73992861201493
CC(O)CN1C(C(=C(O)C1=O)C(=O)c2ccc(C)cc2)c3ccc4ccccc4c3,timbal,4.10732,4,3,5,4,401.462,3.89279003035213
Cc1ccc(cc1)S(=O)(=O)Nc2sc(Cc3ccccc3)c(C)c2C(=O)N,timbal,3.85544,3,2,6,3,400.525,5.67778070526608
COCCCN1C(C(=C(O)C1=O)C(=O)c2ccc(Cl)cc2)c3ccc(c(F)c3)C(F)(F)F,timbal,5.1127,5,2,7,3,471.834,3.73048705578208
Nc1ccc(Sc2cccc(c2)S(=O)(=O)c3cccc(Sc4ccc(N)cc4)c3)cc1,timbal,5.9862,2,2,6,4,464.637,5.74472749489669
CCOC(=O)C1C(C(=C(SCc2cc(O)n[nH]2)N=C1C)C#N)c3cccs3,timbal,3.58278,4,3,6,3,402.501,4.74472749489669
CCOc1ccccc1C(=O)C2=C(O)C(=O)N(CCCOC)C2c3ccc(c(F)c3)C(F)(F)F,timbal,4.858,6,2,9,3,481.442,5.30102999566398
CC(O)CN1C(C(=C(O)C1=O)C(=O)c2ccc(C)cc2)c3ccc(Cl)c(c3)C(F)(F)F,timbal,4.62632,4,3,5,3,453.844,5.09691001300806
CC(O)CN1C(C(=C(O)C1=O)C(=O)c2cccnc2)c3ccc(cc3)C(C)C,timbal,3.1641,5,3,6,3,380.444,3.1001794975729
CC(C)c1ccc(cc1)C2N(CC=C)C(=O)C(=C2C(=O)c3ccc(C)cc3)O,timbal,4.88272,3,2,6,3,375.468,5.22184874961636
CC(C)c1ccc(cc1)C2N(CCO)C(=O)C(=C2C(=O)c3ccc(C)cc3)O,timbal,3.68902,4,3,6,3,379.456,4.92081875395238
OC1=C(C(N(CC=C)C1=O)c2ccc(cc2)C(F)(F)F)C(=O)c3ccc(Cl)cc3,timbal,5.1231,3,2,5,3,421.802,5.22184874961636
CC(O)CN1C(C(=C(O)C1=O)C(=O)c2ccc(cc2)C#N)c3ccc(cc3)C(C)C,timbal,3.64078,4,3,6,3,404.466,4.2518119729938
CC(O)CN1C(C(=C(O)C1=O)C(=O)c2ccc(C)cc2)c3ccc(cc3C(F)(F)F)C(F)(F)F,timbal,4.99172,4,3,5,3,487.396,5.09691001300806
COCCCN1C(C(=C(O)C1=O)C(=O)c2ccc(C)nc2)c3ccc(cc3)C(F)(F)F,timbal,4.02362,5,2,7,3,434.414,3.57024771999759
OC1=C(C(N(CCCn2ccnc2)C1=O)c3ccccc3)C(=O)c4cccs4,timbal,3.6132,4,2,7,4,393.468,4
CCOc1ccccc1C(=O)C2=C(O)C(=O)N(CCCOC)C2c3ccc(cc3)C(F)(F)F,timbal,4.7189,5,2,9,3,463.452,4.95860731484177
Cc1cccc(NC(=O)CN2CCN(C\C=C\c3ccccc3)CC2)c1,timbal,3.26452,1,3,6,3,349.478,4.69897000433602
CC(O)CN1C(C(=C(O)C1=O)C(=O)c2ccc(C)cc2)c3ccc(OC(F)(F)F)cc3,timbal,3.85272,5,3,6,3,435.398,5.04575749056068
Cc1ccc(cn1)C(=O)C2=C(O)C(=O)N(CC=C)C2c3ccc(cc3)C(F)(F)F,timbal,4.17312,4,2,5,3,402.372,4.55284196865778
CCOc1ccccc1C(=O)C2=C(O)C(=O)N(CC(C)O)C2c3ccc(cc3)C(C)C,timbal,4.1678,5,3,8,3,423.509,5.15490195998574
Clc1ccc2NC(=O)CN=C(c3ccc[nH]3)c2c1,ippidb,2.4576,1,2,1,3,259.696,5.9586073148
CC(Cc1c[nH]c2ccccc12)C(O)=O,ippidb,2.4311,2,2,3,2,203.241,5.4559319556
NC(=O)N(CCC(O)=O)c1ccccc1,ippidb,1.0464,3,2,4,1,208.217,5.4559319556
NCC(=O)Nc1ccc(Cl)cc1C(=O)c1ccc[nH]1,ippidb,1.7963,2,3,4,2,277.711,5.4559319556
CC(C)(C)NCCCNC(=O)c1cccc(c1)C(F)(F)F,ippidb,3.2134,1,2,5,1,302.34,4.6575773192
CC(C)c1cccc(c1)C(=O)NCCCNC(C)(C)C,ippidb,3.318,1,2,6,1,276.424,4.8538719643
CC(C)(C)NCCCNC(=O)c1cccc(I)c1,ippidb,2.7992,1,2,5,1,360.239,4.8860566477
CCOc1cc(ccc1C1=N[C@](C)([C@H](N1C(=O)N1CCN(CCCS(C)(=O)=O)CC1)c1ccc(Cl)cc1)c1ccc(Cl)cc1)C(C)(C)C,ippidb,7.5808,4,3,9,5,713.772,6.6345120151
CCOc1cc(ccc1C1=N[C@@](CC)(c2ccc(Cl)cc2)[C@](CC)(N1C(=O)N1CCN(CCCS(C)(=O)=O)CC1)c1ccc(Cl)cc1)C(C)(C)C,ippidb,8.5351,4,3,11,5,755.853,5.6649434806
CC1(C)C(N)=Nc2cc(OCCCCN3Cc4ccccc4C3)c(OCC3CC3)cc12,ippidb,4.9301,2,2,9,5,419.569,5.1598939055
NC1=Nc2cc(OCCCN3CCCC3)c(OCC3CC3)cc2C11CCCC1,ippidb,4.1542,2,2,8,5,383.536,5.9507819773
CC(C)Oc1cc2c(cc1OCCCN1CCCC1)N=C(N)C21CCCC1,ippidb,4.1526,2,2,7,4,371.525,5.050122296
COCCOc1ccccc1N1CCN(CC1)C(=O)[C@@]1(CCCN(C1)C(=O)c1cnccc1C(F)(F)F)Oc1ccc(cc1)C(F)(F)F,ippidb,5.547,6,2,9,5,680.646,6.7721132954
COc1c(CN)cc(CN)cc1OCCCN1Cc2ccccc2C1,ippidb,2.3973,2,3,8,3,341.455,7.1135092748
COc1c(CN)cc(CN)cc1OCCCN1CCCC1,ippidb,1.4773,2,3,8,2,293.411,6.4710832997
COc1cc2c(NC3CCN(CC3)C(C)C)nc(nc2cc1OCCCN1CCCC1)C1CCCCC1,ippidb,5.8355,4,3,10,5,509.739,5.4948500217
NCC(=O)Nc1ccc(N)cc1,ippidb,0.166,1,3,2,1,165.196,4
COc1ncnc2CCNCc12,ippidb,0.1309,3,1,1,2,165.196,3.3010299957
Cc1ccc(C(N)=O)c(N)c1,ippidb,0.67612,1,2,1,1,150.181,3.3010299957
Nc1nc2ccc(cc2s1)S(N)(=O)=O,ippidb,0.5259,3,2,1,2,229.286,3.2218487496
Nc1nc2ncccc2[nH]1,ippidb,0.5401,2,3,0,2,134.142,3.0457574906
C[C@]1(CC(O)=O)C[C@@H]([C@H](N(C1=O)c1ccccc1)c1ccc(Cl)cc1)c1cccc(Cl)c1,ippidb,6.7362,3,1,5,4,468.38,8.3979400087
C[C@]1(CC(O)=O)C[C@@H]([C@H](N(C1=O)c1ccccn1)c1ccc(Cl)cc1)c1cccc(Cl)c1,ippidb,6.1312,4,1,5,4,469.368,7.8860566477
CCC(N1[C@@H]([C@H](C[C@](C)(CC(O)=O)C1=O)c1cccc(Cl)c1)c1ccc(Cl)cc1)c1nccs1,ippidb,7.1394,4,2,7,4,517.478,8.2218487496
CCC(N1[C@@H]([C@H](C[C@](C)(CC(O)=O)C1=O)c1cccc(Cl)c1)c1ccc(Cl)cc1)c1cnco1,ippidb,6.6709,4,2,7,4,501.41,8.096910013
CCC(C1CCCO1)N1[C@@H]([C@H](C[C@](C)(CC(O)=O)C1=O)c1cccc(Cl)c1)c1ccc(Cl)cc1,ippidb,6.4892,4,2,7,4,504.454,9
CN(C)C(=O)c1cccc(c1)-c1cn(C)c(=O)c2[nH]ccc12,ippidb,2.2354,2,2,2,3,295.342,7.2291479884
Cn1ccc2cc[nH]c2c1=O,ippidb,0.8666,1,1,0,2,148.165,5.1249387366
O=C(Nc1ccc2[nH]c(CN3CCCCC3)nc2c1)c1ccc(cc1)-n1ccnc1,ippidb,3.9868,3,4,5,5,400.486,6
O=C(Nc1ccc2[nH]c(CN3CCCCC3)nc2c1)c1ccc2ncccc2c1,ippidb,4.3493,3,4,4,5,385.471,5.920818754
Cc1ccc(cc1C)C(=O)Nc1ccc2[nH]c(CN3CCCCC3)nc2c1,ippidb,4.41794,2,4,4,4,362.477,5.2596373105
CCCN1C(c2c(C)[nH]nc2C1=O)c1cc(OC)ccc1OC,ippidb,2.69052,4,3,5,3,315.373,4.1739251973
CCn1c2ccc(C=O)cc2n(CC)c1=O,ippidb,1.6553,2,0,3,2,218.256,3.8538719643
CCC1(C)Cc2ccccc2-c2ncnc(O)c12,ippidb,3.073,3,1,1,3,240.306,3.6575773192
Cn1c2[nH]c(=NCCO)n(Cc3cccc4ccccc34)c2c(=O)[nH]c1=O,ippidb,0.4509,3,5,4,4,365.393,4.0604807474
O=c1[nH]c(=O)c2c(ccnc2n1CC1CCCO1)-c1ccco1,ippidb,1.5238,4,2,3,4,313.313,3.8860566477
CN=c1[nH]c2n(C)c(=O)[nH]c(=O)c2n1Cc1ccc(F)cc1,ippidb,0.0743,3,4,2,3,303.297,4.1674910873
CN1c2ccc(Cl)cc2C(=NCCC1=O)c1ccc(Cl)cc1,ippidb,4.1973,1,0,1,3,333.218,3.6575773192
CONC=Nc1nc2nccc(-c3cccnc3)n2n1,ippidb,0.9971,5,1,4,3,269.268,3.920818754
CN1c2ccccc2NC(CC1=O)c1ccccc1,ippidb,3.2063,1,1,1,3,252.317,5.1249387366
CCc1cc2c(CCCC2=O)n1Cc1ccccc1,ippidb,3.6178,1,0,3,3,253.345,5.15490196
CC(=O)Nc1cccc(c1)-c1cc(C)[n+]([O-])c2ccccc12,ippidb,3.40702,1,1,2,3,292.338,4.3767507096
CN(Cc1ccc(Cl)s1)c1cc(C)nc2nc(N)nn12,ippidb,2.36622,3,1,3,3,308.798,4.5528419687
Cc1ccc(CNc2cc(C)nc3nc(N)nn23)cc1,ippidb,1.93544,3,2,3,3,268.324,4.1307682803
CN(Cc1ccc(C)cc1)c1cc(C)nc2nc(N)nn12,ippidb,1.95974,3,1,3,3,282.351,4.1804560645
CN(Cc1ccc(Cl)s1)c1cc(C)nc2ncnn12,ippidb,2.78402,3,0,3,3,293.783,4.6197887583
CC(C)Cc1nc(-c2c[nH]c(=O)c(Cl)c2)n(n1)-c1cccc2OCCOc12,ippidb,3.2457,5,1,4,4,386.839,4.1135092748
Cc1noc(N)c1-c1cccc(c1)C(F)(F)F,ippidb,3.25102,1,1,1,2,242.2,4.0915149811
Cc1cccnc1-n1nc(nc1-c1c[nH]c(=O)c(Cl)c1)-c1ccccc1,ippidb,3.64642,4,1,3,4,363.808,5.3279021421
OC(=O)CN1CC[C@H]2[C@@H]1[C@H](c1cccc(Cl)c1)[C@@]1(N2CC2CC2)C(=O)Nc2cc(Cl)ccc12,ippidb,4.1777,3,4,5,6,486.399,7.096910013
CCOc1cccc(CN2[C@@H](C)[C@@H](N)[C@H](c3cccc(Cl)c3F)[C@]22C(=O)Nc3cc(Cl)ccc23)c1,ippidb,5.694,3,3,5,5,514.428,6.0867160982
CC(C)(C)CN1C[C@@H](N)[C@H](c2cccc(Cl)c2)[C@]11C(=O)Nc2cc(Cl)ccc12,ippidb,4.6136,1,3,2,4,418.368,7.468521083
OC(=O)c1ccc(cc1)[C@H]1C[C@H]2[C@@H](N1)[C@H](c1cccc(Cl)c1F)[C@@]1(N2CC2CC2)C(=O)Nc2cc(Cl)ccc12,ippidb,5.9593,4,4,5,7,566.46,8.3979400087
CC(C)n1cc(-c2cccc(c2)C(F)(F)F)c2sc(cc2c1=O)C(=N)NC1CCS(=O)(=O)CC1,ippidb,4.82187,3,2,4,4,511.591,5.4999996787
Cn1cc(-c2cccc(c2)C(F)(F)F)c2sc(cc2c1=O)C(N)=NC1CCS(=O)(=O)CC1,ippidb,3.5683,3,1,3,4,483.537,7.7999707334
Cn1cc(-c2cccc(c2)C#N)c2sc(cc2c1=O)C(=N)NC1CCS(=O)(=O)CC1,ippidb,2.63085,3,2,3,4,440.55,7.4000078224
COc1cccc(c1)-c1cn(C)c(=O)c2cc(sc12)C(=N)NC1CCS(=O)(=O)CC1,ippidb,2.76777,4,2,4,4,445.566,7.8999742699
COc1ccc(cc1OC)-c1cn(C)c(=O)c2cc(sc12)C(=O)N(C)C,ippidb,2.986,4,1,4,3,372.446,5.3000002024
COc1ccc(cc1OC)-c1cn(C)c(=O)c2cc(sc12)C(=O)N1CCCCC1,ippidb,3.9103,4,1,4,4,412.511,5.4000001861
COc1ccc(cc1OC)-c1cn(C)c(=O)c2cc(sc12)C(=O)N1CCN(CC1)S(C)(=O)=O,ippidb,2.0016,6,1,5,4,491.591,6.6999917974
CC[C@@H](C)Oc1cc2[C@@H](N(C(=O)Cc2cc1OC)c1ccc(cc1)N(C)Cc1ccncc1)c1ccc(Cl)cc1,ippidb,7.236,4,0,9,5,556.106,8.096910013
COc1cc2CC(=O)N([C@@H](c3ccc(Cl)cc3)c2cc1OC(C)C)c1ccc(cc1)N(C)C[C@H]1CC[C@@H](CC1)N1CCN(C)C(=O)C1,ippidb,6.5835,4,2,9,6,659.271,8.7695510786
CC[C@@H]1NC(=O)[C@H](CCCNC(=N)NC)NC(=O)[C@@](C)(CCNC(=O)[C@H](NC1=O)c1ccccc1)NC(=O)C(C)C,ippidb,-0.20173,5,8,8,2,572.711,9.0457574906
COC(=O)c1ccc(NC(=O)c2ccc(NC(=O)c3ccc(c(OCc4ccccc4)n3)N(=O)=O)c(OCc3ccccc3)n2)c(OCCCN)n1,ippidb,4.9566,10,3,16,5,707.7,6.1157712304
CN(C)[C@@H]1CN(Cc2ccccc2)C[C@H]1c1ccc(cc1)N1CCN(CC1)S(C)(=O)=O,ippidb,2.2978,2,2,6,4,442.629,5.8800845897
CS(=O)(=O)c1ccc(cc1)-c1cnc(NCc2ccco2)n2cnnc12,ippidb,2.3999,5,1,5,4,369.406,7.6989700043
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N1C[C@H]2C[C@@H]3C[C@@H]3N2C[C@H]1C(=O)N[C@@H]1CCOc2ccccc12,ippidb,1.973,4,5,7,6,537.705,7.5528419687
CC[C@@H](CO)N1[C@@H]([C@@H](O[C@@H](CC(O)=O)C1=O)c1cccc(Cl)c1)c1ccc(Cl)cc1,ippidb,4.2488,5,3,7,3,452.334,6.214670165
CNCC[C@@H]1O[C@H]([C@H](N(CC2CC2)C1=O)c1ccc(Cl)cc1)c1cccc(Cl)c1,ippidb,5.0227,2,2,7,4,433.379,5.0043648054
Clc1ccc(cc1)[C@@H]1[C@@H](O[C@@H](CC=C)C(=O)N1CC1CC1)c1cccc(Cl)c1,ippidb,5.9893,2,1,6,4,416.348,6.5228787453
Clc1ccc(cc1)[C@@H]1[C@@H](OCC(=O)N1CC1CC1)c1cccc(Cl)c1,ippidb,5.0446,2,1,4,4,376.283,5.7447274949
CN1[C@@H]([C@@H](OCC1=O)c1cccc(Cl)c1)c1ccc(Cl)cc1,ippidb,4.2644,2,1,2,3,336.218,5.7447274949
CCC[C@@H](N1[C@@H]([C@@H](O[C@@H](Cc2ccc(F)cc2)C1=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1)C(O)=O,ippidb,6.6383,5,2,8,4,530.423,5.5376020021
COc1cccc(C[C@@H]2O[C@H]([C@H](N(C)C2=O)c2ccc(Br)cc2)c2ccc(Br)cc2)c1,ippidb,6.1025,3,1,5,4,545.271,5.6777807053
CN1[C@@H]([C@@H](O[C@@H](Cc2ccccc2)C1=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1,ippidb,5.8757,2,1,4,4,426.343,5.7447274949
CN1[C@@H]([C@@H](OCC1=O)c1ccc(Br)cc1)c1ccc(Br)cc1,ippidb,4.4826,2,1,2,3,425.12,5.2676062402
CC(C)N[C@@H]1CC[C@@H]([C@@H](C1)c1ccc(Cl)cc1)c1ccc(Cl)cc1,ippidb,6.4113,0,1,4,3,362.344,4.8507808873
CC(C)OC(=O)N1C[C@H](C)N(C(C)=O)c2ccc(cc12)-c1ccc(cc1)S(C)(=O)=O,ippidb,3.8635,5,0,3,3,430.526,6.585026652
C[C@H]1CN(C(=O)C2CC2)c2cc(ccc2N1C(C)=O)-c1cnn(c1)C1COC1,ippidb,2.6194,4,0,3,5,380.448,6.4317982759
C[C@H]1CN(C(=O)C2CCCC2)c2ccccc2N1C(C)=O,ippidb,2.9648,2,0,1,3,286.375,4.3665315444
C[C@H]1CN(C(=O)C2CC2)c2cc(ccc2N1C(C)=O)-c1ccc(cc1)S(C)(=O)=O,ippidb,3.2551,4,0,3,4,412.511,6.0809219076
C[C@H]1CN(C(=O)C2CC2)c2cc(ccc2N1C(C)=O)-c1ccc(cc1)N1CCS(=O)(=O)CC1,ippidb,3.0864,4,0,3,5,467.591,7
CC(C)n1cc(cn1)-c1ccc2N([C@@H](C)CN(C(=O)C3CC3)c2c1)C(C)=O,ippidb,3.629,3,0,3,4,366.465,6.3767507096
C[C@H]1CN(C(=O)c2ccco2)c2ccccc2N1C(C)=O,ippidb,2.6814,2,0,1,3,284.315,4.8538719643
C[C@H]1CN(C(=O)C2CC2)c2cc(ccc2N1C(C)=O)-c1cnn(c1)C1CNC1,ippidb,2.1924,3,1,3,5,379.464,7.2218487496
C[C@H]1CN(C(=O)C2CC2)c2cc(ccc2N1C(C)=O)-c1ccc(cc1)C(=O)N1CCNCC1,ippidb,2.897,3,2,3,5,446.551,6.920818754
C[C@H]1CN(C(=O)c2ccco2)c2cc(ccc2N1C(C)=O)-c1cnn(C)c1,ippidb,3.0819,3,0,2,4,364.405,6.6777807053
CNC(=O)c1cccc(c1)-c1ccc2N([C@@H](C)CN(C(=O)c3ccco3)c2c1)C(C)=O,ippidb,3.708,3,1,3,4,417.465,6.1135092748
CCn1c2ccccc2[nH]c1=O,ippidb,1.3495,1,2,1,2,162.192,3.4034029044
Cc1c(Cl)ccc2c(C=C3NC(=O)N(C(C(=O)NC(CO)CO)c4ccc(F)c(F)c4)C3=O)c[nH]c12,ippidb,2.51132,7,6,7,4,518.904,7.7619538969
Cc1c(Cl)ccc2c(C=C3NC(=O)N(Cc4ccc(F)c(F)c4)C3=O)c[nH]c12,ippidb,4.50082,4,3,3,4,401.8,7.4814860601
Oc1c(C(=O)NNC(=O)c2ccccc2N(=O)=O)c(=O)[nH]c2ccccc12,ippidb,1.2167,4,4,3,3,368.305,5.6575773192
CC(=NNC(=O)c1ccccc1O)c1ccc2ccccc2c1O,ippidb,3.405,3,3,3,3,320.348,6.1487416513
CC(=NNC(=O)c1cccc(C)c1)c1ccc2ccccc2c1O,ippidb,4.00782,2,2,3,3,318.376,6.1674910873
Cc1c(sc2ccccc12)C(=O)NN=Cc1ccc2ccccc2c1O,ippidb,4.83242,2,2,3,4,360.438,5.6575773192
Oc1c(C(=O)NNS(=O)(=O)c2ccc(Br)cc2)c(=O)[nH]c2ccccc12,ippidb,1.6195,5,4,4,3,438.259,6.1674910873
Oc1c(C=NNC(=O)c2ccn[nH]2)ccc2ccccc12,ippidb,2.0324,3,4,3,3,280.287,6.251811973
Cc1ccsc1C(=O)NN=Cc1ccc2ccccc2c1O,ippidb,3.67922,2,2,3,3,310.378,9.7447274949
Oc1c(I)cc(I)cc1I,ippidb,3.206,1,1,0,1,471.801,5.4948500217
CN1C(=O)C(=O)c2ccccc12,ippidb,0.8457,2,0,0,2,161.16,5.2006594505
COc1cc(CCl)ccc1Oc1ccccc1,ippidb,4.2263,2,0,4,2,248.709,5.7121982701
COc1cc(CCl)ccc1Oc1ccc(Cl)cc1Cl,ippidb,5.5331,2,0,4,2,317.599,5.5003129174
Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,ippidb,5.1447,2,1,2,2,289.545,6.721246399
CN(CCN(C)Cc1coc2cc(C)c(C)cc2c1=O)Cc1cn(-c2cccc(c2)C(F)(F)F)c2ccccc12,ippidb,6.93634,1,2,8,5,547.621,5.3372421683
OC(=O)c1cc(ccc1O)-c1ccc(F)cc1F,ippidb,3.0356,5,2,2,2,250.2,7.1249387366
CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@]12C,ippidb,3.806,5,4,5,4,464.687,6.468521083
OC(=O)c1cc(I)c(c2cc(I)c(O)c(I)c2)c(I)c1,ippidb,5.1758,3,2,2,2,717.804,10
N[C@@H](Cc1cc(I)c(c2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,ippidb,4.432,3,3,4,2,760.873,8.5228787453
N[C@@H](Cc1cc(c(Oc2cc(c(O)c(c2)I)I)cc1)I)C(=O)O,ippidb,3.9527,4,3,5,2,650.976,7.3565473235
N[C@@H](Cc1cc(c(Oc2cc(c(O)cc2)I)c(c1)I)I)C(=O)O,ippidb,3.9527,4,3,5,2,650.976,6.2218487496
